policy_id,start_date,end_date,customer_foreign_key,agent_foreign_key,coverage
597517,2019-06-11,2020-04-19,57011575838,Lech Wozniak,Agricultural insurance
914591,2017-08-20,2017-10-30,05292480956,Kazimiera Szymanska,Life insurance
647123,2014-07-01,2014-09-03,52041167516,Mateusz Malinowski,Life insurance
897626,2010-08-18,2010-11-09,70080232600,Jacek Wisniewski,Business insurance
981406,2016-03-04,2017-01-14,67072501172,Arkadiusz Jaworski,Business insurance
774343,2020-03-04,2020-08-06,70101361982,Bogumila Adamczyk,Agricultural insurance
795614,2016-06-03,2016-07-30,65011577699,Mateusz Witkowski,Health insurance
879956,2020-07-14,2021-01-07,66043058888,Jacek Wisniewski,Home insurance
134429,2015-02-02,2015-12-27,88083089358,Marianna Zielinska,Agricultural insurance
324558,2011-01-08,2011-05-08,88120901731,Ireneusz Pawlak,Business insurance
386186,2018-12-03,2019-07-20,66082881096,Adam Szymanski,Travel insurance
393170,2015-09-04,2016-02-14,90101032158,Barbara Wojciechowska,Business insurance
184435,2016-02-24,2017-02-20,78111748223,Jerzy Jaworski,Health insurance
390425,2014-12-12,2015-03-07,48071551054,Aleksandra Zajac,Auto insurance
561428,2013-07-25,2013-11-02,40043014509,Damian Witkowski,Business insurance
354850,2017-03-15,2017-05-28,49090283412,Czeslawa Jablonska,Life insurance
381987,2015-08-26,2015-11-09,63081884600,Jakub Zalewski,Travel insurance
933269,2016-05-01,2016-06-21,52041006251,Monika Krawczyk,Agricultural insurance
305011,2012-10-22,2013-08-17,49060526934,Bogumila Adamczyk,Business insurance
834011,2015-06-26,2016-01-07,80122987214,Aleksandra Zajac,Agricultural insurance
194043,2012-08-15,2012-09-06,90080425824,Gabriela Michalska,Health insurance
969919,2013-07-07,2013-12-16,44062010148,Damian Witkowski,Business insurance
413145,2011-05-01,2012-03-19,70020576540,Krystyna Dabrowska,Life insurance
544818,2018-08-28,2019-07-20,65031537422,Gabriel Dudek,Travel insurance
917716,2020-09-27,2021-07-03,57101020774,Jolanta Grabowska,Agricultural insurance
866185,2015-04-27,2015-08-12,76032675684,Beata Kaczmarek,Home insurance
443333,2013-03-19,2013-04-13,72041391535,Bogumila Kwiatkowska,Travel insurance
943888,2020-12-28,2021-09-19,51041402401,Arkadiusz Jaworski,Health insurance
758136,2019-04-18,2019-05-21,01271911679,Andrzej Kaczmarek,Travel insurance
215817,2012-04-14,2012-07-15,61032370844,Adam Wroblewski,Business insurance
676384,2014-04-21,2015-04-08,71120622920,Bogumila Kwiatkowska,Home insurance
319771,2020-12-24,2021-06-18,89112816293,Kinga Mazur,Agricultural insurance
711007,2010-08-07,2010-12-28,01251356023,Danuta Wieczorek,Life insurance
841092,2011-01-24,2011-12-28,78071501681,Lech Michalski,Auto insurance
329382,2018-04-19,2018-10-13,45021170703,Dagmara Jankowska,Auto insurance
238886,2019-07-18,2020-01-31,03291444221,Jakub Kowalczyk,Health insurance
375064,2014-01-21,2015-01-08,06220275161,Jerzy Michalak,Business insurance
351838,2020-10-08,2021-06-03,66062593326,Marta Malinowska,Home insurance
993338,2010-02-27,2010-03-09,42053090757,Anita Wieczorek,Home insurance
339324,2011-04-25,2012-02-27,47030547477,Marek Majewski,Health insurance
530875,2012-10-28,2013-06-17,52041006251,Barbara Wojciechowska,Life insurance
905873,2019-01-03,2019-07-14,98110837270,Bogumila Kwiatkowska,Travel insurance
212908,2011-09-14,2012-05-11,50031992030,Kamila Dabrowska,Agricultural insurance
664680,2014-08-22,2015-04-07,40021690211,Marianna Nowicka,Agricultural insurance
807905,2013-04-21,2013-06-03,73013105882,Grazyna Wozniak,Home insurance
336314,2019-03-22,2020-03-21,48091846141,Halina Nowicka,Business insurance
554028,2012-09-20,2013-07-10,76122865533,Bogumila Adamczyk,Health insurance
756579,2010-11-13,2010-12-01,48032939783,Lech Michalski,Agricultural insurance
394822,2019-12-03,2020-09-17,65060119745,Krzysztof Pawlak,Life insurance
697149,2019-10-06,2019-11-01,53103035406,Marianna Nowicka,Travel insurance
818024,2017-03-06,2017-12-14,76102494241,Gabriela Michalska,Health insurance
292243,2013-09-02,2013-10-24,75060495585,Marta Malinowska,Home insurance
283612,2016-06-18,2016-06-27,84053197331,Karolina Michalska,Home insurance
871016,2013-04-08,2013-04-23,77102735150,Grzegorz Szewczyk,Health insurance
266148,2018-07-14,2018-12-24,48032939783,Danuta Wieczorek,Health insurance
847717,2018-12-27,2019-12-04,42082818102,Lidia Zielinska,Home insurance
735840,2017-07-19,2017-11-24,76031978450,Jozef Rutkowski,Business insurance
616888,2011-01-18,2011-03-06,55111540215,Marianna Nowicka,Home insurance
201452,2013-11-11,2014-10-30,88082262428,Adam Wroblewski,Auto insurance
242062,2017-01-01,2017-08-20,45013172856,Marta Malinowska,Business insurance
325210,2015-01-04,2015-09-16,76032675684,Justyna Kowalska,Travel insurance
507990,2018-10-04,2019-03-13,96071948071,Hubert Kwiatkowski,Home insurance
259482,2014-06-22,2015-05-03,46071995597,Damian Witkowski,Agricultural insurance
475935,2015-10-19,2016-08-31,67120463236,Lucyna Szymanska,Business insurance
526131,2016-01-26,2016-01-27,48070601217,Hanna Olszewska,Agricultural insurance
826773,2014-08-09,2014-11-28,96042909755,Kazimiera Szymanska,Life insurance
323940,2019-11-27,2020-07-01,45040487349,Cyprian Jaworski,Agricultural insurance
427323,2011-07-08,2011-08-11,93071748687,Barbara Wojciechowska,Home insurance
526745,2011-07-20,2012-02-26,83061300399,Damian Stepien,Business insurance
772718,2013-01-21,2013-11-16,96071619522,Czeslawa Jablonska,Agricultural insurance
309655,2012-02-18,2012-02-27,96040422096,Krzysztof Pawlak,Business insurance
195248,2010-05-26,2011-04-09,84073004107,Kazimiera Szymanska,Business insurance
270107,2016-02-25,2016-03-01,50122266990,Anna Wisniewska,Health insurance
817027,2012-09-09,2012-11-18,51030129489,Krystyna Dabrowska,Business insurance
996206,2015-08-06,2015-09-09,97121679990,Kazimiera Szymanska,Auto insurance
659691,2017-01-03,2017-06-23,61020559040,Bozena Wojciechowska,Health insurance
744225,2016-08-18,2017-04-27,99040597960,Jakub Kowalczyk,Agricultural insurance
982674,2017-12-22,2018-02-26,04281494680,Marianna Zielinska,Home insurance
876494,2014-05-08,2014-07-28,67022825864,Kinga Mazur,Auto insurance
698797,2020-06-09,2020-06-24,73020385167,Damian Witkowski,Life insurance
841765,2018-02-23,2018-06-27,73072469158,Lucyna Szymanska,Agricultural insurance
487034,2015-05-16,2015-07-17,47053197633,Nina Wroblewska,Health insurance
162571,2019-08-04,2019-09-11,57101020774,Jolanta Grabowska,Agricultural insurance
494255,2018-10-01,2019-02-25,45013172856,Beata Kaczmarek,Home insurance
757048,2016-08-16,2017-07-18,51030129489,Ireneusz Pawlak,Auto insurance
605859,2012-12-28,2013-02-17,55081281648,Bozena Wieczorek,Home insurance
641411,2020-02-01,2020-06-15,82091462491,Artur Pawlowski,Agricultural insurance
591287,2011-02-24,2011-05-26,05302107259,Monika Krawczyk,Agricultural insurance
772125,2015-07-04,2015-12-13,98091988550,Cyprian Jaworski,Auto insurance
384757,2016-02-16,2016-11-13,77070774805,Anna Wisniewska,Life insurance
893496,2012-02-25,2012-12-10,91123157320,Mateusz Malinowski,Home insurance
612143,2013-12-12,2014-01-30,55042132345,Kacper Michalak,Travel insurance
298179,2010-02-17,2010-06-10,45032910763,Adam Jaworski,Life insurance
750465,2011-11-06,2012-06-17,03232470755,Krystyna Dabrowska,Health insurance
786856,2016-03-17,2016-05-04,03232470755,Jolanta Grabowska,Travel insurance
809896,2015-10-01,2016-02-08,90122295116,Grzegorz Michalak,Agricultural insurance
808693,2018-05-20,2019-03-15,79120508257,Kinga Adamczyk,Agricultural insurance
976020,2017-05-25,2018-01-09,48042717461,Maria Adamczyk,Health insurance
556201,2016-03-22,2016-03-26,98050433514,Lech Witkowski,Travel insurance
695226,2012-09-14,2013-04-18,66082881096,Lech Sikora,Health insurance
606648,2019-08-21,2019-09-06,55111540215,Hanna Olszewska,Agricultural insurance
737177,2012-03-25,2012-08-26,89082162732,Jakub Zalewski,Agricultural insurance
376414,2016-01-14,2016-12-24,89051125847,Kamila Dabrowska,Life insurance
714029,2011-04-26,2012-04-03,72101091625,Monika Michalska,Life insurance
926392,2013-07-01,2013-11-04,88111053436,Adam Szymanski,Health insurance
788186,2015-12-20,2016-01-27,93112193209,Gabriela Walczak,Auto insurance
808113,2011-05-21,2012-05-05,94091026580,Aleksandra Gorska,Auto insurance
390997,2020-04-11,2021-01-26,72052460273,Hubert Kwiatkowski,Auto insurance
931665,2014-03-26,2015-03-22,51090476273,Jerzy Michalak,Life insurance
723882,2020-11-14,2021-03-08,45111511973,Jacek Wisniewski,Auto insurance
200670,2015-11-19,2016-10-29,65011858725,Lidia Zielinska,Health insurance
941494,2015-12-16,2016-02-21,80042691394,Helena Zajac,Health insurance
296913,2017-09-15,2017-12-08,74082263637,Czeslawa Zalewska,Auto insurance
666084,2016-12-24,2017-11-01,76110642692,Krzysztof Pawlak,Health insurance
330443,2010-08-10,2011-08-06,59082867302,Hanna Olszewska,Auto insurance
593403,2011-04-03,2012-01-18,06222216643,Grzegorz Zalewski,Agricultural insurance
113987,2012-05-13,2012-12-06,53052468485,Nina Jablonska,Life insurance
978099,2010-11-03,2011-09-07,41110634699,Damian Witkowski,Agricultural insurance
296611,2020-02-21,2020-06-11,58011575170,Karolina Michalska,Travel insurance
670348,2019-08-25,2020-07-18,04230331565,Jolanta Wojcik,Health insurance
445016,2017-08-08,2017-09-05,04320818266,Justyna Michalska,Agricultural insurance
247037,2020-01-17,2020-07-08,02312762445,Hanna Jaworska,Business insurance
335734,2012-12-05,2013-03-27,64062626062,Artur Pawlowski,Health insurance
408047,2017-03-14,2017-12-29,55111540215,Lech Sikora,Life insurance
484965,2018-10-08,2019-01-14,79110268291,Grzegorz Zalewski,Travel insurance
111991,2010-06-08,2010-07-23,65052765882,Irena Michalak,Business insurance
765063,2016-06-21,2016-10-11,72051292110,Kinga Mazur,Auto insurance
398256,2013-11-28,2014-09-28,92041913250,Grzegorz Szewczyk,Life insurance
653031,2019-01-15,2019-12-02,86121709037,Halina Nowicka,Home insurance
168634,2020-10-23,2021-10-09,54090543330,Bogumila Adamczyk,Agricultural insurance
107020,2017-08-01,2018-04-21,74020379127,Bogumila Kwiatkowska,Auto insurance
768558,2020-11-11,2021-10-30,03262314825,Grazyna Wozniak,Home insurance
401384,2014-12-27,2015-08-09,73072469158,Marianna Nowicka,Agricultural insurance
518740,2015-07-25,2015-10-24,97020386683,Krzysztof Pawlak,Business insurance
447884,2016-07-19,2017-06-17,63061535078,Maria Adamczyk,Health insurance
723289,2011-08-23,2012-03-04,65031297634,Monika Krawczyk,Life insurance
659137,2017-08-24,2018-06-09,74070247346,Adam Szymanski,Life insurance
268826,2020-09-01,2020-11-26,53072223776,Krystyna Dabrowska,Agricultural insurance
461227,2020-08-22,2021-03-28,73012799855,Lucyna Piotrowska,Home insurance
782013,2010-08-25,2011-08-23,78120114749,Helena Zajac,Life insurance
425624,2017-07-13,2017-11-25,55022276377,Adam Wroblewski,Life insurance
335754,2020-06-27,2020-12-25,03280132591,Marta Malinowska,Agricultural insurance
512943,2016-06-15,2017-02-06,49090283412,Bozena Wojciechowska,Health insurance
607310,2013-07-06,2013-07-10,98032166023,Damian Witkowski,Travel insurance
257781,2016-02-22,2017-01-01,75060495585,Eryk Pawlowski,Business insurance
923076,2017-08-23,2017-11-15,51040888813,Adam Szymanski,Home insurance
675863,2017-07-17,2018-06-26,82082161756,Kinga Mazur,Travel insurance
430387,2016-05-01,2016-07-18,74062976203,Ireneusz Pawlak,Auto insurance
286060,2013-09-04,2014-07-21,63080759877,Krzysztof Pawlak,Business insurance
700507,2011-06-16,2011-09-18,60010136885,Marianna Nowicka,Health insurance
783847,2020-12-07,2021-11-30,66111755190,Aneta Gorska,Health insurance
516880,2012-08-11,2013-07-01,80081883309,Ireneusz Pawlak,Auto insurance
118720,2017-08-08,2018-05-13,72051292110,Barbara Sikora,Auto insurance
930645,2019-01-15,2019-06-29,76041704209,Kacper Michalak,Business insurance
237694,2015-03-16,2016-01-07,96091519183,Kamila Kaminska,Life insurance
248703,2019-07-02,2020-04-14,77102735150,Krzysztof Pawlak,Auto insurance
122734,2015-08-16,2016-02-18,74020829080,Lech Wozniak,Life insurance
633814,2011-03-28,2011-09-10,48070601217,Karolina Michalska,Life insurance
874247,2014-07-01,2014-12-25,92040753211,Kacper Michalak,Auto insurance
395829,2010-01-17,2010-10-31,55081281648,Marianna Zielinska,Agricultural insurance
126427,2011-02-12,2011-11-09,84031401698,Lucyna Piotrowska,Auto insurance
355197,2016-03-04,2016-11-20,59061005091,Kamila Dabrowska,Agricultural insurance
944728,2015-05-18,2015-09-20,05212145073,Lucyna Piotrowska,Health insurance
950205,2016-12-07,2016-12-13,86080263373,Monika Michalska,Home insurance
810874,2018-02-22,2018-09-27,66082881096,Jolanta Grabowska,Agricultural insurance
569066,2011-11-20,2012-09-29,53072223776,Gabriela Michalska,Health insurance
974172,2020-05-18,2020-08-29,87121677777,Aleksandra Zajac,Home insurance
811114,2016-10-21,2017-07-30,68030510124,Hanna Jaworska,Auto insurance
400633,2016-02-08,2016-04-25,94091558593,Henryk Majewski,Home insurance
192333,2017-06-15,2017-12-10,99120595259,Agnieszka Ostrowska,Health insurance
683704,2011-05-24,2011-11-24,72053071971,Justyna Michalska,Health insurance
115574,2017-01-28,2017-03-18,83061300399,Czeslawa Jablonska,Travel insurance
435742,2016-05-23,2017-01-14,66020143611,Agnieszka Ostrowska,Agricultural insurance
733823,2017-11-27,2018-10-18,00282892335,Bogumila Lewandowska,Home insurance
129842,2016-01-18,2016-04-20,69090939854,Adam Jaworski,Life insurance
891878,2010-12-07,2011-10-04,99040597960,Gabriel Dudek,Travel insurance
612373,2011-09-15,2011-12-30,69112267879,Marianna Zielinska,Health insurance
658782,2011-02-11,2011-03-17,92112831966,Jolanta Wojcik,Home insurance
488315,2015-06-04,2015-11-08,72081008880,Kazimiera Kowalczyk,Travel insurance
943581,2012-07-01,2012-07-06,66022448967,Lucyna Szymanska,Health insurance
523147,2017-07-07,2018-03-10,81120113878,Cyprian Jaworski,Travel insurance
947816,2020-06-13,2021-05-27,41062272905,Jakub Kowalczyk,Travel insurance
583500,2013-12-09,2014-06-06,61012999849,Jakub Kowalczyk,Agricultural insurance
234291,2015-04-01,2016-01-08,98111469326,Cyprian Wojciechowski,Agricultural insurance
541586,2011-08-19,2012-01-18,72071842621,Gabriela Walczak,Life insurance
912083,2019-05-07,2020-02-04,96040422096,Damian Stepien,Business insurance
309245,2012-03-15,2013-01-10,69051312274,Hanna Olszewska,Agricultural insurance
196475,2015-11-01,2016-07-22,05302293457,Natalia Kozlowska,Home insurance
473083,2018-01-26,2018-05-04,71042554747,Lech Michalski,Travel insurance
825736,2010-02-08,2010-07-12,00280357021,Anita Wieczorek,Health insurance
114001,2020-02-17,2020-06-15,53040907345,Jerzy Jaworski,Agricultural insurance
530262,2019-08-18,2020-01-21,52021574239,Gabriel Dudek,Business insurance
272565,2018-12-09,2019-10-01,73072553699,Hanna Jaworska,Health insurance
463656,2018-05-26,2018-11-16,65060119745,Bozena Wojciechowska,Agricultural insurance
748922,2014-12-01,2014-12-26,94081807979,Justyna Kowalska,Travel insurance
707112,2018-08-07,2018-12-06,68051945790,Kazimiera Kowalczyk,Travel insurance
635578,2012-03-07,2013-01-29,69051312274,Maria Adamczyk,Auto insurance
121581,2019-09-08,2019-12-31,40031561255,Marta Malinowska,Auto insurance
290951,2018-06-10,2019-01-12,42072134289,Katarzyna Krol,Home insurance
107745,2018-09-15,2019-04-05,42031814241,Kinga Mazur,Home insurance
313737,2015-10-03,2015-11-12,76070569028,Bogumila Adamczyk,Business insurance
663578,2018-03-07,2018-05-28,74062976203,Marta Malinowska,Home insurance
731789,2013-11-24,2014-07-09,58071826234,Gabriela Walczak,Home insurance
613812,2017-02-26,2017-12-30,51111478859,Jozef Rutkowski,Home insurance
804696,2018-09-12,2019-07-21,83061300399,Cyprian Wojciechowski,Health insurance
690117,2020-08-13,2021-07-20,86042692304,Jakub Kowalczyk,Travel insurance
740722,2011-09-27,2012-08-14,94100836294,Ewa Jablonska,Home insurance
983119,2014-09-06,2015-01-10,84053197331,Grazyna Wozniak,Life insurance
133954,2016-12-09,2016-12-24,63121685826,Bogumila Kwiatkowska,Home insurance
906454,2015-08-12,2016-06-20,78042734829,Marianna Zielinska,Home insurance
211108,2019-03-15,2019-10-23,96091179046,Monika Krawczyk,Life insurance
751116,2014-10-04,2015-01-06,67112122314,Lech Wozniak,Life insurance
674723,2015-04-25,2015-11-18,05262635223,Nina Jablonska,Life insurance
406145,2011-05-06,2012-03-24,66062593326,Hubert Jaworski,Life insurance
710094,2010-10-03,2011-04-17,52031677520,Helena Zajac,Life insurance
602590,2017-03-04,2018-02-15,77101939852,Damian Stepien,Travel insurance
382818,2010-10-25,2010-12-17,81100388289,Artur Pawlowski,Travel insurance
426001,2011-04-19,2011-06-09,48060710086,Bozena Wieczorek,Agricultural insurance
577479,2020-04-18,2020-11-10,59011225812,Mateusz Witkowski,Health insurance
600196,2014-07-04,2014-08-17,40072397686,Irena Michalak,Travel insurance
827716,2019-08-27,2020-05-04,52041006251,Andrzej Kaczmarek,Health insurance
572432,2014-07-16,2014-09-02,47092963778,Kamila Kaminska,Agricultural insurance
906129,2014-04-05,2014-07-13,42071323983,Halina Nowicka,Travel insurance
684582,2012-10-11,2013-03-04,72021471923,Kazimiera Kowalczyk,Agricultural insurance
198954,2018-08-13,2019-06-22,60082848532,Hanna Jaworska,Business insurance
513951,2013-06-15,2013-09-04,60080238898,Agnieszka Ostrowska,Agricultural insurance
270104,2013-12-01,2014-03-05,58031272994,Cyprian Jaworski,Travel insurance
916223,2015-10-20,2016-02-12,89011533620,Kamila Kaminska,Travel insurance
190027,2010-06-08,2010-10-20,59011245092,Jacek Wisniewski,Agricultural insurance
321012,2018-07-02,2019-01-05,99081166767,Joanna Kozlowska,Life insurance
408077,2010-03-08,2010-06-22,06230926976,Justyna Michalska,Health insurance
114775,2020-08-28,2021-01-07,03291444221,Kacper Michalak,Life insurance
658731,2020-11-09,2021-02-28,91082826491,Jolanta Wojcik,Auto insurance
585522,2011-08-25,2012-01-29,78082723744,Cyprian Jaworski,Travel insurance
388033,2010-12-17,2011-10-24,53072223776,Izabela Tomaszewska,Auto insurance
113220,2020-02-01,2020-06-16,91122717727,Nina Jablonska,Auto insurance
334073,2011-07-17,2012-07-11,96091519183,Karolina Michalska,Life insurance
469410,2014-07-28,2015-07-16,81110200656,Gabriela Michalska,Life insurance
263715,2012-07-22,2012-12-23,01271911679,Gabriela Pietrzak,Business insurance
399820,2011-03-18,2011-07-02,01321276237,Grzegorz Zalewski,Agricultural insurance
249975,2019-07-06,2019-09-09,64012444524,Hubert Kwiatkowski,Travel insurance
999138,2019-01-16,2019-07-25,56120149154,Irena Michalak,Travel insurance
426121,2017-07-18,2018-02-14,47121337389,Hanna Majewska,Agricultural insurance
854232,2018-02-05,2018-09-02,74062976203,Aleksandra Gorska,Travel insurance
358359,2019-07-19,2020-04-06,97090689035,Jakub Kowalczyk,Life insurance
882715,2010-09-04,2011-07-30,66022448967,Marianna Zielinska,Business insurance
200183,2014-06-27,2014-08-02,80103068008,Hubert Jaworski,Life insurance
311288,2018-10-05,2019-05-24,63022611414,Artur Pawlowski,Agricultural insurance
305235,2014-03-22,2014-04-20,77101939852,Justyna Michalska,Auto insurance
824676,2016-09-09,2017-01-09,69101233142,Anita Wieczorek,Health insurance
153361,2016-11-21,2017-03-16,70120820949,Jerzy Jaworski,Life insurance
509137,2014-12-26,2014-12-29,65061532871,Eryk Pawlowski,Business insurance
446216,2020-10-27,2021-06-13,75011459130,Jolanta Wojcik,Agricultural insurance
444816,2018-05-11,2019-02-16,54061809836,Lech Michalski,Auto insurance
610244,2013-05-20,2014-03-10,74120655992,Kacper Michalak,Business insurance
130096,2013-12-16,2014-05-08,79040399205,Mateusz Witkowski,Health insurance
888573,2017-10-10,2018-07-17,72070246617,Halina Nowicka,Agricultural insurance
318245,2020-03-18,2020-12-07,94032755368,Jerzy Jaworski,Travel insurance
168982,2011-09-26,2011-11-22,04300315990,Damian Stepien,Health insurance
285628,2013-10-21,2014-10-16,02301322827,Hanna Majewska,Agricultural insurance
978870,2015-06-10,2016-02-10,64070213849,Kazimiera Szymanska,Health insurance
993202,2017-12-13,2018-10-17,68010770636,Lech Witkowski,Health insurance
704053,2019-05-20,2020-01-29,94121241109,Mateusz Witkowski,Agricultural insurance
350108,2020-02-18,2020-10-07,51071954710,Jacek Wisniewski,Travel insurance
932263,2011-04-11,2011-05-16,97053189224,Lech Michalski,Auto insurance
299518,2020-04-22,2020-12-25,00240845157,Jakub Kowalczyk,Home insurance
190972,2015-12-21,2016-04-30,94062031515,Janina Walczak,Health insurance
923575,2019-10-11,2020-07-22,98020105933,Cezary Dabrowski,Home insurance
131166,2017-07-17,2018-04-28,42082818102,Kinga Mazur,Agricultural insurance
953210,2013-06-24,2013-10-09,66021444063,Jolanta Wojcik,Life insurance
911291,2013-06-21,2013-12-02,64012444524,Bogumila Adamczyk,Agricultural insurance
479497,2010-03-08,2011-02-27,45021496881,Gabriel Dudek,Business insurance
118856,2013-03-19,2014-01-14,42120856576,Lech Michalski,Home insurance
273013,2020-01-27,2020-02-24,66060877044,Grzegorz Zalewski,Business insurance
211900,2014-08-02,2014-10-05,60092518557,Grzegorz Michalak,Agricultural insurance
849303,2010-08-07,2011-01-11,97032337480,Artur Pawlowski,Agricultural insurance
778978,2017-07-12,2018-02-12,05262635223,Katarzyna Krol,Home insurance
512296,2020-04-23,2020-05-27,88111053436,Anna Wisniewska,Business insurance
584182,2012-02-27,2012-06-07,73021125034,Joanna Kozlowska,Health insurance
195936,2020-07-01,2020-11-21,55022542092,Jerzy Michalak,Life insurance
700531,2014-11-22,2015-07-25,69051312274,Adam Szymanski,Agricultural insurance
739521,2012-09-24,2012-10-19,90101032158,Lech Sikora,Home insurance
624303,2018-01-12,2019-01-12,63080759877,Aleksandra Gorska,Home insurance
434068,2020-04-23,2020-08-02,51041402401,Helena Zajac,Auto insurance
651087,2020-11-02,2021-05-14,69090939854,Danuta Wieczorek,Home insurance
342170,2010-03-13,2010-09-29,54090543330,Kamila Kaminska,Travel insurance
363612,2015-03-24,2015-05-13,88062161077,Justyna Kowalska,Home insurance
665311,2016-02-08,2016-06-24,94062031515,Artur Pawlowski,Travel insurance
699532,2017-05-03,2017-11-19,93082705279,Henryk Majewski,Home insurance
356663,2019-03-15,2020-02-28,60032140899,Barbara Wojciechowska,Home insurance
338910,2014-10-02,2015-07-09,95051408761,Maria Adamczyk,Auto insurance
497747,2016-12-26,2017-04-01,51092511282,Nina Jablonska,Travel insurance
433905,2015-02-16,2015-08-05,58031272994,Lucyna Szymanska,Travel insurance
685822,2015-07-10,2015-12-12,81050712725,Aleksandra Gorska,Agricultural insurance
760057,2014-10-13,2015-09-29,95080704298,Irena Adamczyk,Health insurance
482126,2020-04-01,2020-05-26,57040788870,Krzysztof Pawlak,Agricultural insurance
542380,2016-02-18,2016-09-10,45070833433,Hanna Jaworska,Travel insurance
362931,2010-04-27,2011-02-15,68060751803,Marianna Kaczmarek,Health insurance
713652,2010-02-22,2010-08-23,50031992030,Jolanta Wojcik,Travel insurance
532942,2020-10-12,2021-09-26,56092861214,Artur Pawlowski,Auto insurance
421092,2018-03-09,2018-05-22,56011198771,Danuta Wieczorek,Travel insurance
430628,2012-08-04,2012-08-08,68010770636,Hubert Kwiatkowski,Business insurance
185947,2013-03-05,2013-08-12,83020352195,Danuta Wieczorek,Travel insurance
437181,2015-04-14,2016-01-14,76020424265,Cyprian Jaworski,Agricultural insurance
806045,2019-09-08,2019-10-26,83061300399,Lech Wozniak,Life insurance
379289,2016-02-15,2016-04-06,94100836294,Kazimiera Kowalczyk,Business insurance
265109,2020-09-05,2021-01-25,02291126915,Justyna Michalska,Agricultural insurance
754671,2016-02-19,2016-08-14,67060914511,Gabriel Dudek,Business insurance
988737,2018-03-06,2019-01-20,00210292116,Kamila Kaminska,Auto insurance
443260,2015-05-01,2016-02-13,00240845157,Beata Kaczmarek,Agricultural insurance
807153,2017-06-27,2018-04-01,02312853747,Bozena Wieczorek,Auto insurance
822984,2017-02-08,2017-12-28,83010670328,Henryk Majewski,Agricultural insurance
674577,2020-09-19,2021-08-09,05281620068,Arkadiusz Jaworski,Auto insurance
319358,2013-05-19,2013-10-04,55022542092,Aleksandra Gorska,Travel insurance
311018,2020-02-01,2020-09-25,77110891062,Damian Stepien,Travel insurance
642601,2010-07-21,2011-06-07,56011198771,Bozena Wieczorek,Life insurance
609539,2016-10-03,2017-09-08,88080635040,Jacek Dabrowski,Agricultural insurance
212184,2019-11-01,2019-11-02,53052468485,Karolina Michalska,Home insurance
655288,2016-07-01,2017-04-13,41051967845,Eryk Pawlowski,Health insurance
523374,2020-02-28,2020-02-29,70101361982,Cezary Dabrowski,Auto insurance
527004,2014-10-08,2015-03-23,96032559874,Cezary Dabrowski,Auto insurance
594339,2014-12-19,2015-11-19,64062626062,Arkadiusz Jaworski,Life insurance
627047,2012-11-23,2012-11-27,96102053484,Artur Pawlowski,Business insurance
433531,2020-01-03,2020-06-15,60080238898,Lech Sikora,Agricultural insurance
759767,2016-05-15,2016-10-25,45042170056,Lech Witkowski,Home insurance
255974,2012-09-15,2012-11-22,01281981527,Jacek Dabrowski,Agricultural insurance
146110,2020-02-25,2020-09-04,53101951779,Jozef Rutkowski,Auto insurance
424282,2018-06-02,2018-10-25,02251334602,Bogumila Adamczyk,Home insurance
478979,2015-10-14,2016-09-22,81072936477,Damian Witkowski,Business insurance
743066,2016-08-18,2017-06-08,74020829080,Adam Wroblewski,Auto insurance
687633,2019-03-10,2020-01-28,92083097134,Henryk Majewski,Travel insurance
239724,2019-06-19,2019-11-06,05292480956,Lech Wozniak,Home insurance
593301,2020-05-22,2020-07-02,95111618132,Jozef Rutkowski,Agricultural insurance
576211,2017-05-09,2018-04-21,02220884839,Mateusz Witkowski,Travel insurance
301126,2014-01-28,2014-10-20,99080736532,Janina Walczak,Business insurance
601368,2010-10-09,2010-11-18,76040789858,Daniel Walczak,Home insurance
243044,2016-06-04,2016-08-03,89011533620,Andrzej Kaczmarek,Home insurance
276994,2019-11-17,2020-08-16,72021471923,Marianna Kaczmarek,Home insurance
534230,2019-03-26,2019-10-14,63041500089,Cezary Dabrowski,Business insurance
929077,2012-09-07,2013-04-19,05262635223,Arkadiusz Jaworski,Health insurance
649140,2017-08-12,2017-08-16,92070214218,Jolanta Grabowska,Health insurance
540339,2010-10-01,2011-06-08,75060495585,Cyprian Jaworski,Agricultural insurance
497458,2011-08-15,2012-05-08,89112816293,Czeslawa Jablonska,Home insurance
582290,2020-01-23,2020-03-04,95042798248,Henryk Majewski,Travel insurance
609568,2016-11-23,2017-06-06,87121677777,Eryk Pawlowski,Home insurance
437528,2014-05-02,2014-12-17,47030547477,Lidia Zielinska,Life insurance
902447,2016-10-22,2017-07-07,01211854626,Jozef Rutkowski,Business insurance
264902,2010-10-20,2011-01-12,99040597960,Hubert Kwiatkowski,Auto insurance
900569,2020-04-26,2020-12-30,99111139309,Beata Kaczmarek,Business insurance
788566,2011-01-09,2011-08-19,92082517990,Gabriela Walczak,Home insurance
325200,2015-01-03,2015-08-29,98091249604,Czeslawa Zalewska,Health insurance
402326,2017-04-25,2017-06-25,64062626062,Anna Wisniewska,Business insurance
317351,2015-11-22,2016-03-03,00300800326,Marianna Kaczmarek,Health insurance
808588,2016-10-10,2016-11-17,78111748223,Kacper Michalak,Life insurance
