claim_id,status,adjuster_foreign_key,policy_foreign_key
415163,Accepted,Leon Adamczyk,909196
727493,Accepted,Monika Mazur,263715
513474,Accepted,Grzegorz Szewczyk,753696
907984,Accepted,Monika Mazur,880234
972005,Accepted,Antoni Jankowski,696727
869347,Accepted,Monika Mazur,310616
884687,Accepted,Karolina Wieczorek,807153
312780,Declined,Gabriel Zajac,948519
177124,Declined,Eryk Wroblewski,436976
918976,Declined,Anna Krawczyk,910552
746243,Declined,Bartosz Michalak,638831
882166,Accepted,Bogdan Wisniewski,596132
179460,Declined,Aneta Malinowska,564430
566645,Declined,Bogumila Wojcik,747534
159259,Accepted,Marian Walczak,475935
496348,Accepted,Gabriel Nowicki,392828
595592,Accepted,Gabriela Pietrzak,703594
919764,Accepted,Aneta Malinowska,930046
565882,Declined,Leon Adamczyk,847333
322737,Declined,Marian Walczak,992022
171272,Accepted,Jacek Kaczmarek,657440
387963,Declined,Filip Krawczyk,641115
654721,Declined,Jolanta Gorska,388336
562166,Declined,Leon Adamczyk,440942
847509,Accepted,Karolina Wieczorek,163288
915684,Accepted,Karolina Wieczorek,445016
936890,Accepted,Karolina Wieczorek,100031
316652,Accepted,Cezary Zajac,218068
543445,Declined,Janina Lewandowska,266148
565349,Accepted,Emilia Wisniewska,911692
807725,Accepted,Bogdan Olszewski,359880
114605,Declined,Bogdan Wisniewski,400633
663683,Declined,Bogdan Olszewski,479245
859533,Declined,Lucyna Kaminska,979737
236893,Accepted,Antoni Jankowski,436976
891995,Accepted,Aneta Malinowska,641201
457195,Declined,Danuta Lewandowska,890162
456511,Accepted,Adrian Gorski,659693
247609,Accepted,Adrian Gorski,994994
863521,Declined,Lucyna Kaminska,789093
806930,Accepted,Blazej Krawczyk,525012
995296,Accepted,Gabriela Pietrzak,218177
193310,Declined,Anna Krawczyk,263715
740245,Accepted,Jolanta Wojciechowska,530875
249677,Declined,Monika Mazur,979959
984878,Accepted,Jaroslaw Zalewski,407070
219606,Accepted,Bogumila Zajac,329669
939635,Declined,Jacek Kaczmarek,651612
259275,Accepted,Cezary Zajac,618893
328472,Declined,Bartosz Kwiatkowski,707865
700524,Declined,Karolina Wieczorek,516880
668914,Accepted,Jolanta Wojciechowska,356902
590966,Declined,Emilia Wisniewska,288634
100524,Declined,Edyta Krol,430628
826027,Accepted,Gabriel Nowicki,746854
212682,Declined,Eryk Wroblewski,542380
554133,Accepted,Joanna Majewska,325317
839656,Accepted,Bogumila Zajac,954233
771959,Accepted,Karolina Wieczorek,644430
827112,Accepted,Cyprian Kozlowski,899666
219910,Accepted,Janina Lewandowska,890162
943974,Declined,Hubert Pawlowski,987184
816821,Declined,Jaroslaw Zalewski,110996
475598,Accepted,Jaroslaw Zalewski,807013
817399,Accepted,Dawid Kaminski,117164
822572,Declined,Gabriel Zajac,321012
947791,Accepted,Jacek Kaczmarek,835955
540447,Declined,Adrian Gorski,448376
263439,Declined,Blazej Kwiatkowski,350108
272402,Declined,Andrzej Grabowski,130402
455922,Accepted,Jaroslaw Zalewski,509069
120768,Accepted,Halina Kowalska,562294
403427,Accepted,Marek Michalak,897626
101628,Accepted,Jacek Kaczmarek,378920
940128,Accepted,Jaroslaw Zalewski,978601
205897,Accepted,Bogumila Zajac,363758
178189,Accepted,Bogumila Wojcik,192197
300240,Accepted,Emilia Wisniewska,934270
306926,Accepted,Edyta Krol,767354
618688,Declined,Blazej Kwiatkowski,524257
445525,Accepted,Karolina Wieczorek,342236
719699,Declined,Danuta Lewandowska,433912
998107,Declined,Bartosz Kwiatkowski,431977
503893,Declined,Janina Lewandowska,696534
730806,Declined,Jolanta Gorska,836807
639911,Declined,Irena Pietrzak,530686
232273,Declined,Cyprian Kozlowski,373971
863742,Accepted,Hubert Pawlowski,368362
792814,Declined,Cezary Zajac,365780
185221,Declined,Blazej Kwiatkowski,123401
415209,Declined,Eryk Wroblewski,378541
978487,Declined,Hubert Pawlowski,388990
529553,Declined,Danuta Lewandowska,717839
809420,Accepted,Kazimierz Gorski,863781
502686,Accepted,Leon Adamczyk,276994
859035,Accepted,Joanna Majewska,980037
252541,Accepted,Adrian Gorski,900279
683636,Accepted,Dawid Kaminski,512997
649511,Declined,Monika Mazur,524884
873618,Accepted,Leon Adamczyk,683931
552934,Accepted,Lucyna Kaminska,741836
195969,Accepted,Dawid Kaminski,353573
951421,Declined,Leon Adamczyk,708258
341103,Declined,Antoni Jankowski,910238
694729,Declined,Jolanta Gorska,606648
356462,Accepted,Kazimierz Gorski,658731
742296,Declined,Gabriela Pietrzak,156817
436182,Accepted,Leon Adamczyk,624303
193432,Declined,Antoni Jankowski,514873
485355,Declined,Danuta Lewandowska,392654
930359,Accepted,Filip Wozniak,877514
463939,Accepted,Jolanta Wojciechowska,909355
491613,Accepted,Adrian Gorski,741237
550646,Declined,Gabriel Nowicki,249975
420252,Accepted,Daniel Adamczyk,674589
409980,Declined,Andrzej Grabowski,595178
625666,Declined,Ewa Stepien,526131
680170,Declined,Cezary Zajac,950749
754893,Accepted,Aneta Malinowska,785520
364619,Accepted,Jaroslaw Zalewski,725585
583850,Declined,Andrzej Grabowski,350108
725584,Accepted,Halina Kowalska,237583
734103,Declined,Antoni Jankowski,808693
594839,Accepted,Danuta Lewandowska,284911
201049,Accepted,Edyta Krol,227558
238250,Declined,Lidia Malinowska,481140
923358,Accepted,Ewa Stepien,472049
962227,Declined,Lucyna Kaminska,613652
905839,Accepted,Irena Pietrzak,182449
793397,Declined,Blazej Kwiatkowski,578547
414834,Declined,Gabriel Zajac,285904
863547,Accepted,Filip Kowalczyk,433912
567381,Accepted,Jolanta Gorska,660290
598622,Accepted,Filip Kowalczyk,535584
418845,Accepted,Filip Krawczyk,929077
560779,Declined,Blazej Krawczyk,390997
523513,Declined,Adrian Gorski,410406
523971,Accepted,Bogdan Wisniewski,200670
833123,Accepted,Bogumila Zajac,121206
643440,Accepted,Dawid Kaminski,928838
789894,Declined,Gabriel Zajac,196475
317969,Accepted,Monika Mazur,713981
611926,Accepted,Blazej Kwiatkowski,679127
725638,Accepted,Lucyna Kaminska,697195
167049,Accepted,Leon Adamczyk,120216
893715,Declined,Jacek Kaczmarek,846820
443038,Declined,Jolanta Wojciechowska,236409
820062,Accepted,Aneta Malinowska,393780
371900,Declined,Cezary Zajac,977437
914618,Declined,Daniel Adamczyk,242224
794113,Accepted,Gabriel Zajac,959033
288366,Declined,Grzegorz Szewczyk,122003
977103,Declined,Janina Lewandowska,978335
776580,Declined,Halina Kowalska,259911
659316,Accepted,Gabriel Zajac,394646
470716,Accepted,Bartosz Michalak,663578
439564,Declined,Cyprian Kozlowski,261736
962264,Declined,Monika Mazur,508986
816740,Accepted,Jaroslaw Zalewski,712882
208534,Declined,Lidia Malinowska,888573
758657,Accepted,Bogdan Olszewski,923575
262204,Declined,Jacek Kaczmarek,125149
126271,Declined,Anna Krawczyk,354111
155475,Declined,Anna Krawczyk,282905
155336,Accepted,Jolanta Wojciechowska,957933
540063,Accepted,Grzegorz Rutkowski,889824
760909,Declined,Cezary Zajac,687787
275862,Accepted,Jolanta Gorska,863236
462435,Accepted,Andrzej Grabowski,224879
333012,Declined,Edyta Krol,259482
708891,Accepted,Bartosz Michalak,537637
368001,Declined,Krzysztof Wroblewski,725000
384822,Accepted,Mateusz Pawlak,328145
335267,Accepted,Marian Walczak,811114
830806,Accepted,Filip Kowalczyk,841229
243141,Accepted,Joanna Majewska,175184
459078,Accepted,Kazimierz Gorski,877514
563219,Accepted,Edyta Krol,651612
734726,Declined,Cezary Zajac,873043
635662,Accepted,Mateusz Pawlak,117164
976845,Accepted,Hubert Pawlowski,329669
842121,Declined,Cezary Zajac,235328
379618,Accepted,Karolina Wieczorek,328145
689555,Declined,Antoni Jankowski,190835
119629,Accepted,Lucyna Kaminska,956627
432534,Accepted,Jaroslaw Zalewski,113987
174526,Accepted,Bogdan Wisniewski,921441
650214,Declined,Anna Krawczyk,525802
286860,Accepted,Halina Kowalska,633121
377571,Declined,Eryk Wroblewski,373971
299903,Declined,Jolanta Gorska,618769
905295,Declined,Halina Olszewska,577213
539882,Declined,Anna Krawczyk,268027
132123,Declined,Emilia Wisniewska,762198
852322,Accepted,Grzegorz Rutkowski,202006
961900,Accepted,Halina Kowalska,627047
471776,Declined,Jolanta Wojciechowska,252801
904328,Declined,Blazej Kwiatkowski,607310
556885,Accepted,Gabriela Pietrzak,461794
480100,Declined,Grzegorz Rutkowski,536268
214673,Declined,Danuta Lewandowska,740770
943003,Declined,Joanna Majewska,365780
106923,Declined,Andrzej Grabowski,437181
607737,Declined,Jaroslaw Zalewski,449855
966663,Declined,Monika Mazur,948175
386737,Declined,Bogumila Zajac,139149
825821,Accepted,Filip Wozniak,771166
832392,Accepted,Marek Michalak,945827
226483,Declined,Bogumila Zajac,780947
437206,Accepted,Irena Pietrzak,680517
615433,Accepted,Emilia Wisniewska,707112
904822,Declined,Jolanta Wojciechowska,315841
756841,Accepted,Jaroslaw Zalewski,649753
847633,Accepted,Kazimierz Gorski,937343
433332,Accepted,Filip Wozniak,804696
295880,Accepted,Irena Pietrzak,447678
786973,Accepted,Halina Olszewska,806045
212706,Accepted,Jolanta Gorska,488467
807762,Declined,Bogumila Zajac,723768
233316,Accepted,Adrian Gorski,756545
849008,Declined,Jacek Kaczmarek,396686
574285,Accepted,Filip Wozniak,500833
955134,Accepted,Gabriel Zajac,684582
169156,Declined,Monika Mazur,658782
438953,Accepted,Joanna Majewska,758136
757333,Declined,Bartosz Kwiatkowski,602007
940088,Accepted,Filip Kowalczyk,864484
707349,Accepted,Krzysztof Wroblewski,309245
568786,Declined,Marian Walczak,651936
260752,Accepted,Kazimierz Gorski,131166
989804,Declined,Monika Mazur,384757
244049,Declined,Irena Pietrzak,906129
398102,Accepted,Bogdan Wisniewski,515554
815789,Accepted,Daniel Adamczyk,941691
106135,Accepted,Filip Kowalczyk,355197
651459,Accepted,Blazej Kwiatkowski,809994
427689,Accepted,Krzysztof Wroblewski,752760
452228,Accepted,Danuta Lewandowska,810351
517437,Declined,Blazej Krawczyk,979609
572378,Accepted,Edyta Krol,964565
103755,Accepted,Adrian Gorski,218824
278839,Declined,Hubert Pawlowski,654437
812099,Accepted,Grzegorz Rutkowski,955063
659569,Declined,Danuta Lewandowska,518664
646778,Declined,Dawid Kaminski,321597
480910,Declined,Jolanta Wojciechowska,938270
512684,Declined,Bartosz Kwiatkowski,832625
403642,Declined,Marian Walczak,808693
184045,Declined,Dawid Kaminski,144767
900665,Accepted,Cyprian Kozlowski,475935
653633,Declined,Ewa Stepien,304689
673316,Declined,Jacek Kaczmarek,168634
436308,Accepted,Gabriel Nowicki,199952
977156,Accepted,Antoni Jankowski,238725
862159,Declined,Halina Kowalska,255249
798929,Accepted,Lidia Malinowska,930645
605149,Accepted,Bartosz Michalak,362650
152569,Accepted,Leon Adamczyk,351846
946884,Accepted,Bogumila Wojcik,216114
566434,Accepted,Lucyna Kaminska,676440
875993,Declined,Filip Wozniak,440942
164247,Declined,Filip Kowalczyk,200967
149114,Declined,Bartosz Kwiatkowski,341309
967497,Accepted,Joanna Majewska,760561
187935,Accepted,Bartosz Kwiatkowski,910238
110949,Declined,Bogdan Wisniewski,637905
180067,Declined,Hubert Pawlowski,548594
628933,Accepted,Cyprian Kozlowski,873935
681856,Declined,Gabriel Zajac,532942
283485,Accepted,Bartosz Michalak,872352
715236,Declined,Bartosz Michalak,924882
537047,Declined,Aneta Malinowska,286981
758259,Accepted,Bogumila Wojcik,236032
592510,Accepted,Gabriel Nowicki,910552
613008,Accepted,Bogumila Wojcik,564632
643501,Accepted,Cyprian Kozlowski,911109
815185,Accepted,Daniel Adamczyk,300506
576936,Accepted,Filip Kowalczyk,871016
508671,Declined,Bartosz Michalak,239454
712417,Accepted,Blazej Kwiatkowski,847333
472231,Declined,Jaroslaw Zalewski,440506
368239,Accepted,Joanna Majewska,612143
149776,Declined,Ewa Stepien,672266
709713,Accepted,Ewa Stepien,661510
581453,Declined,Bartosz Michalak,194629
196180,Declined,Irena Pietrzak,136352
959837,Accepted,Filip Krawczyk,227558
248101,Declined,Mateusz Pawlak,939127
293707,Accepted,Gabriel Nowicki,594339
579067,Declined,Eryk Wroblewski,840040
389768,Declined,Gabriel Nowicki,621636
430939,Accepted,Bogdan Wisniewski,497458
531805,Declined,Gabriel Nowicki,353591
655320,Declined,Janina Lewandowska,344293
640872,Accepted,Edyta Krol,591287
594574,Declined,Lucyna Kaminska,739521
727679,Accepted,Krzysztof Wroblewski,817270
784651,Declined,Gabriel Zajac,782013
969850,Accepted,Mateusz Pawlak,612373
403396,Accepted,Eryk Wroblewski,810297
968427,Declined,Halina Kowalska,274439
750930,Accepted,Danuta Lewandowska,307794
592625,Declined,Filip Wozniak,631289
331846,Declined,Bartosz Michalak,955063
318335,Accepted,Eryk Wroblewski,544818
245858,Declined,Halina Olszewska,581096
345442,Accepted,Halina Olszewska,909355
558150,Accepted,Jolanta Gorska,703594
880925,Accepted,Hubert Pawlowski,846046
184437,Declined,Gabriel Zajac,564646
372925,Accepted,Gabriel Zajac,377759
852982,Accepted,Antoni Jankowski,330443
370205,Declined,Cyprian Kozlowski,361472
254721,Accepted,Karolina Wieczorek,251469
912119,Declined,Andrzej Grabowski,862933
355123,Accepted,Eryk Wroblewski,921441
573899,Accepted,Halina Olszewska,767354
522222,Declined,Danuta Lewandowska,381764
927896,Accepted,Filip Krawczyk,517023
762790,Accepted,Irena Pietrzak,443333
535677,Accepted,Janina Lewandowska,998042
651581,Declined,Gabriela Pietrzak,810297
885082,Accepted,Jolanta Gorska,526740
772734,Declined,Gabriel Zajac,353591
856630,Accepted,Filip Wozniak,811114
558339,Declined,Bogdan Olszewski,505868
506256,Declined,Blazej Kwiatkowski,270590
578376,Declined,Joanna Majewska,664647
807355,Declined,Hubert Pawlowski,953046
906100,Accepted,Bogumila Zajac,461970
533239,Accepted,Krzysztof Wroblewski,421579
352839,Accepted,Janina Lewandowska,364051
371321,Accepted,Grzegorz Rutkowski,915902
441879,Accepted,Kazimierz Gorski,687556
729399,Declined,Jolanta Gorska,296913
525362,Accepted,Janina Lewandowska,936992
129336,Declined,Danuta Lewandowska,662514
316386,Accepted,Jacek Kaczmarek,321669
394786,Accepted,Cyprian Kozlowski,197271
523131,Declined,Kazimierz Gorski,365540
512796,Declined,Irena Pietrzak,930046
884867,Accepted,Marian Walczak,980037
231120,Declined,Adrian Gorski,600196
810819,Accepted,Marian Walczak,836807
728619,Declined,Bogumila Wojcik,144767
601883,Accepted,Edyta Krol,550679
604058,Accepted,Bogdan Olszewski,733431
109904,Declined,Kazimierz Gorski,503407
429045,Declined,Monika Mazur,704956
374803,Accepted,Grzegorz Szewczyk,238334
360096,Accepted,Filip Wozniak,299825
867379,Declined,Filip Krawczyk,785520
203633,Declined,Cezary Zajac,911295
236590,Declined,Leon Adamczyk,451553
751468,Declined,Irena Pietrzak,347639
689737,Declined,Jaroslaw Zalewski,266202
995237,Accepted,Daniel Adamczyk,788186
307015,Declined,Lidia Malinowska,272565
179124,Accepted,Bartosz Michalak,940337
165708,Declined,Antoni Jankowski,373850
236576,Declined,Edyta Krol,387769
181815,Declined,Irena Pietrzak,811114
449014,Accepted,Bartosz Kwiatkowski,310616
726574,Accepted,Aneta Malinowska,518664
972582,Accepted,Lidia Malinowska,585796
710348,Declined,Gabriel Nowicki,884473
304639,Declined,Jaroslaw Zalewski,990636
127170,Accepted,Janina Lewandowska,146110
432897,Accepted,Bogumila Wojcik,398256
902487,Accepted,Leon Adamczyk,788581
357599,Declined,Grzegorz Szewczyk,296913
140062,Accepted,Marian Walczak,185971
769888,Accepted,Blazej Kwiatkowski,897626
324261,Accepted,Marek Michalak,735840
586027,Accepted,Ewa Stepien,447884
622252,Declined,Bartosz Michalak,378920
261171,Accepted,Danuta Lewandowska,753179
876286,Declined,Adrian Gorski,954233
164704,Accepted,Jolanta Gorska,123865
956773,Accepted,Jolanta Wojciechowska,536890
395336,Declined,Janina Lewandowska,161949
829415,Declined,Blazej Kwiatkowski,564775
277774,Declined,Janina Lewandowska,185971
938418,Accepted,Janina Lewandowska,247083
877908,Declined,Jolanta Wojciechowska,427681
388017,Accepted,Eryk Wroblewski,822175
108587,Declined,Adrian Gorski,518553
960705,Accepted,Jaroslaw Zalewski,613812
870818,Declined,Gabriela Pietrzak,518351
147109,Declined,Jacek Kaczmarek,338283
362093,Declined,Jolanta Wojciechowska,290552
499305,Declined,Jolanta Gorska,718230
524488,Declined,Blazej Kwiatkowski,257237
368122,Accepted,Janina Lewandowska,373953
924992,Accepted,Karolina Wieczorek,689451
875207,Declined,Dawid Kaminski,344126
357880,Declined,Jacek Kaczmarek,588369
271211,Accepted,Mateusz Pawlak,167196
450452,Accepted,Bartosz Kwiatkowski,129360
829241,Accepted,Bogumila Zajac,197271
671001,Declined,Daniel Adamczyk,149231
387730,Declined,Adrian Gorski,251414
587779,Accepted,Jacek Kaczmarek,704053
454309,Declined,Ewa Stepien,718230
675228,Declined,Antoni Jankowski,676093
367578,Accepted,Gabriel Zajac,866214
952640,Accepted,Halina Kowalska,940266
294735,Declined,Daniel Adamczyk,935308
213008,Accepted,Dawid Kaminski,790430
536471,Accepted,Antoni Jankowski,979959
115238,Declined,Antoni Jankowski,863313
845479,Declined,Bogdan Olszewski,825736
499617,Declined,Joanna Majewska,472759
595616,Accepted,Karolina Wieczorek,743066
182541,Declined,Halina Kowalska,657100
894554,Declined,Anna Krawczyk,472049
349005,Accepted,Adrian Gorski,944363
859194,Declined,Marian Walczak,219875
965854,Accepted,Filip Wozniak,546107
401558,Accepted,Adrian Gorski,219191
215589,Accepted,Andrzej Grabowski,926392
617753,Accepted,Jacek Kaczmarek,237843
547901,Declined,Cezary Zajac,512997
718388,Accepted,Bartosz Michalak,427789
652831,Declined,Jaroslaw Zalewski,634006
150040,Accepted,Joanna Majewska,424282
153282,Accepted,Gabriela Pietrzak,397476
819746,Declined,Blazej Krawczyk,389910
278662,Declined,Grzegorz Rutkowski,190427
124626,Accepted,Gabriel Zajac,776319
627172,Declined,Bartosz Michalak,963182
719360,Declined,Marian Walczak,743066
265992,Declined,Monika Mazur,272467
283374,Accepted,Krzysztof Wroblewski,373971
479744,Declined,Filip Kowalczyk,637423
593011,Declined,Jacek Kaczmarek,609539
884280,Declined,Cezary Zajac,197271
534056,Declined,Monika Mazur,670348
455095,Accepted,Kazimierz Gorski,944728
572306,Accepted,Ewa Stepien,989114
166699,Accepted,Bartosz Michalak,437621
838601,Declined,Lucyna Kaminska,255249
526694,Accepted,Lidia Malinowska,996993
574033,Accepted,Grzegorz Szewczyk,659691
793857,Declined,Cyprian Kozlowski,448376
789657,Declined,Monika Mazur,537731
449828,Declined,Marian Walczak,626626
727078,Accepted,Blazej Krawczyk,695226
184142,Accepted,Bogdan Olszewski,554259
675215,Accepted,Jolanta Gorska,527373
712277,Accepted,Kazimierz Gorski,194124
225967,Declined,Irena Pietrzak,128504
510567,Accepted,Jacek Kaczmarek,413145
971089,Declined,Bogumila Wojcik,929077
518223,Declined,Gabriel Nowicki,674152
472969,Accepted,Eryk Wroblewski,356663
849632,Accepted,Grzegorz Rutkowski,398256
404842,Accepted,Dawid Kaminski,368932
194787,Accepted,Mateusz Pawlak,274439
902300,Accepted,Krzysztof Wroblewski,626747
452481,Accepted,Blazej Kwiatkowski,704180
789969,Accepted,Leon Adamczyk,586977
267814,Accepted,Aneta Malinowska,643774
310668,Accepted,Gabriela Pietrzak,600501
308565,Accepted,Anna Krawczyk,772718
704799,Accepted,Bogumila Wojcik,446089
363300,Declined,Jacek Kaczmarek,754542
626663,Declined,Danuta Lewandowska,296913
453651,Accepted,Filip Kowalczyk,596879
189018,Accepted,Karolina Wieczorek,786856
870433,Declined,Karolina Wieczorek,661969
764838,Declined,Marian Walczak,879823
283827,Accepted,Anna Krawczyk,315841
793413,Declined,Anna Krawczyk,990332
180518,Accepted,Andrzej Grabowski,248919
984537,Declined,Daniel Adamczyk,783847
965217,Accepted,Filip Wozniak,792186
905423,Accepted,Grzegorz Rutkowski,991135
978550,Accepted,Cezary Zajac,615208
500223,Accepted,Filip Kowalczyk,286709
478132,Declined,Jacek Kaczmarek,332434
666149,Accepted,Bogdan Olszewski,868575
922333,Accepted,Kazimierz Gorski,368362
375859,Declined,Blazej Krawczyk,497458
503156,Accepted,Eryk Wroblewski,712882
200897,Accepted,Halina Kowalska,166692
460513,Accepted,Ewa Stepien,372677
723442,Accepted,Hubert Pawlowski,933269
256628,Accepted,Halina Olszewska,814720
940454,Declined,Bogdan Olszewski,466873
493675,Declined,Leon Adamczyk,688584
859147,Declined,Bartosz Kwiatkowski,808113
880105,Declined,Andrzej Grabowski,745083
661642,Declined,Leon Adamczyk,500541
974010,Accepted,Eryk Wroblewski,998505
736154,Declined,Hubert Pawlowski,563284
185313,Declined,Marek Michalak,873730
316535,Accepted,Bartosz Michalak,778210
774983,Declined,Bogumila Wojcik,388990
282906,Accepted,Grzegorz Szewczyk,425353
920764,Accepted,Jolanta Wojciechowska,682488
632583,Declined,Eryk Wroblewski,655288
669758,Declined,Eryk Wroblewski,167196
787178,Accepted,Antoni Jankowski,495569
861933,Declined,Cezary Zajac,339300
850172,Accepted,Bartosz Kwiatkowski,554672
690025,Accepted,Jaroslaw Zalewski,613652
197705,Declined,Mateusz Pawlak,469327
821754,Declined,Gabriel Zajac,241594
642577,Declined,Irena Pietrzak,672112
318500,Declined,Joanna Majewska,690721
948924,Accepted,Gabriel Nowicki,473930
791831,Accepted,Dawid Kaminski,437181
725014,Accepted,Ewa Stepien,447678
865677,Declined,Filip Krawczyk,873043
217631,Declined,Bartosz Kwiatkowski,758170
241015,Declined,Blazej Krawczyk,248703
331892,Declined,Halina Kowalska,618769
910248,Declined,Halina Kowalska,880645
898603,Accepted,Dawid Kaminski,805115
384041,Declined,Jolanta Wojciechowska,667145
529367,Accepted,Daniel Adamczyk,538407
563625,Accepted,Blazej Krawczyk,312262
311539,Declined,Edyta Krol,806045
662739,Declined,Irena Pietrzak,618769
941320,Accepted,Blazej Krawczyk,556201
108727,Declined,Adrian Gorski,596649
422400,Accepted,Kazimierz Gorski,697594
770642,Declined,Bartosz Michalak,959829
845080,Declined,Lucyna Kaminska,351379
170249,Declined,Cyprian Kozlowski,689451
503051,Declined,Andrzej Grabowski,881840
694621,Accepted,Jolanta Wojciechowska,559530
906830,Accepted,Anna Krawczyk,494321
783553,Accepted,Eryk Wroblewski,943073
575016,Accepted,Filip Krawczyk,406145
954399,Declined,Bogdan Wisniewski,810518
429467,Declined,Gabriel Nowicki,889757
952611,Declined,Marek Michalak,794857
400885,Declined,Bartosz Michalak,988968
261175,Accepted,Filip Wozniak,267545
194253,Accepted,Gabriel Zajac,782344
975439,Accepted,Hubert Pawlowski,783847
513960,Accepted,Gabriela Pietrzak,595934
573329,Accepted,Monika Mazur,535584
686232,Accepted,Jacek Kaczmarek,198954
378067,Declined,Filip Kowalczyk,651936
413131,Accepted,Gabriela Pietrzak,921922
608249,Declined,Bartosz Michalak,551283
196011,Accepted,Grzegorz Rutkowski,149231
711704,Declined,Andrzej Grabowski,441992
617264,Declined,Gabriel Zajac,866818
777258,Declined,Filip Kowalczyk,780823
197083,Declined,Hubert Pawlowski,513951
590303,Declined,Bogdan Wisniewski,392617
244512,Accepted,Kazimierz Gorski,863102
771581,Declined,Kazimierz Gorski,389910
742178,Accepted,Grzegorz Rutkowski,353336
236657,Declined,Lidia Malinowska,530686
383924,Declined,Jolanta Gorska,655048
127206,Declined,Edyta Krol,683931
611870,Declined,Grzegorz Rutkowski,923116
242959,Declined,Gabriel Nowicki,301777
557806,Declined,Karolina Wieczorek,263486
996999,Declined,Gabriel Zajac,207076
501496,Accepted,Daniel Adamczyk,898027
575794,Declined,Aneta Malinowska,461227
450298,Declined,Bartosz Michalak,212691
611172,Declined,Leon Adamczyk,809876
624427,Accepted,Gabriela Pietrzak,652445
632941,Accepted,Edyta Krol,316845
590234,Accepted,Marek Michalak,932263
596632,Declined,Kazimierz Gorski,923076
332780,Accepted,Blazej Kwiatkowski,973896
397733,Declined,Gabriel Nowicki,168982
313857,Declined,Lidia Malinowska,856426
524619,Declined,Cezary Zajac,956990
108307,Accepted,Janina Lewandowska,113220
927221,Accepted,Janina Lewandowska,129842
861299,Accepted,Bogumila Zajac,184798
431158,Accepted,Irena Pietrzak,690839
349347,Accepted,Marek Michalak,375064
905869,Declined,Karolina Wieczorek,845106
822511,Declined,Grzegorz Szewczyk,138318
881518,Declined,Bogumila Wojcik,260328
412624,Accepted,Cyprian Kozlowski,649140
272966,Declined,Antoni Jankowski,792515
853737,Accepted,Jolanta Gorska,303845
600666,Declined,Lidia Malinowska,348402
770518,Accepted,Ewa Stepien,628260
357423,Declined,Jolanta Wojciechowska,595921
459606,Declined,Jacek Kaczmarek,666742
897467,Declined,Aneta Malinowska,579729
833328,Accepted,Janina Lewandowska,410436
343418,Declined,Bogumila Zajac,165282
784913,Declined,Eryk Wroblewski,740770
618984,Accepted,Adrian Gorski,894255
949805,Declined,Anna Krawczyk,998505
397922,Declined,Bartosz Kwiatkowski,398905
870258,Accepted,Andrzej Grabowski,447815
322220,Declined,Krzysztof Wroblewski,596879
298596,Accepted,Gabriel Zajac,434068
178725,Accepted,Bartosz Michalak,808113
798587,Accepted,Hubert Pawlowski,332742
397834,Accepted,Joanna Majewska,526745
364776,Accepted,Bogdan Olszewski,175184
504738,Declined,Daniel Adamczyk,581096
650351,Accepted,Andrzej Grabowski,117164
897702,Accepted,Andrzej Grabowski,804104
427486,Accepted,Bogumila Wojcik,304202
626795,Accepted,Halina Kowalska,747534
730100,Accepted,Edyta Krol,248387
902493,Accepted,Lucyna Kaminska,192197
889918,Declined,Antoni Jankowski,664680
809373,Declined,Monika Mazur,214017
601086,Declined,Jaroslaw Zalewski,680517
639128,Declined,Bogumila Wojcik,449855
511322,Declined,Lidia Malinowska,697594
349916,Accepted,Aneta Malinowska,679855
592780,Accepted,Bogdan Olszewski,473083
407076,Accepted,Gabriela Pietrzak,542528
248796,Accepted,Mateusz Pawlak,478073
263718,Declined,Leon Adamczyk,873683
770297,Declined,Bogumila Wojcik,794192
359244,Declined,Marek Michalak,493430
925780,Accepted,Halina Olszewska,651936
702419,Accepted,Adrian Gorski,478979
820905,Accepted,Ewa Stepien,550191
337474,Accepted,Blazej Kwiatkowski,344293
413506,Accepted,Dawid Kaminski,103607
862790,Accepted,Joanna Majewska,757238
682823,Declined,Monika Mazur,371449
415640,Declined,Halina Olszewska,979895
432039,Declined,Lucyna Kaminska,579436
648798,Accepted,Cezary Zajac,886574
819112,Declined,Bogumila Zajac,268027
673969,Accepted,Grzegorz Rutkowski,196918
324020,Declined,Daniel Adamczyk,651087
222872,Accepted,Karolina Wieczorek,541172
720650,Accepted,Janina Lewandowska,596213
617247,Declined,Anna Krawczyk,433531
572803,Declined,Jolanta Wojciechowska,562192
362311,Declined,Jacek Kaczmarek,414804
985234,Accepted,Bogumila Wojcik,577154
337889,Accepted,Kazimierz Gorski,136352
194662,Accepted,Ewa Stepien,517023
796013,Declined,Blazej Krawczyk,153361
815985,Declined,Joanna Majewska,649753
927854,Declined,Gabriela Pietrzak,437181
409789,Accepted,Bartosz Kwiatkowski,529672
769901,Accepted,Emilia Wisniewska,598170
432802,Accepted,Jolanta Gorska,506469
161538,Declined,Bartosz Michalak,934270
866166,Accepted,Hubert Pawlowski,811114
247535,Declined,Bogumila Zajac,997706
692480,Accepted,Blazej Kwiatkowski,582570
234140,Declined,Edyta Krol,820397
858170,Accepted,Bartosz Michalak,365540
344329,Accepted,Monika Mazur,740722
166462,Accepted,Jolanta Wojciechowska,344925
398992,Accepted,Daniel Adamczyk,239724
377857,Accepted,Marian Walczak,355252
