claim_id,date_of_submission,date_of_decision,date_of_payout,amount_of_payout,suspicion_of_fraud
681411,2013-12-31,2014-01-01,2014-01-10,228206,not suspected of fraud
161825,2016-08-21,2016-09-14,2016-09-17,198346,not suspected of fraud
401469,2017-06-07,2017-07-19,2017-07-25,238620,not suspected of fraud
906588,2012-11-05,2012-12-26,2012-12-27,282207,not suspected of fraud
112444,2012-12-07,2013-02-04,2013-02-16,444353,not suspected of fraud
825294,2015-09-26,2015-11-20,2015-12-04,181556,not suspected of fraud
777860,2014-08-15,2014-10-10,2014-10-11,107252,not suspected of fraud
499219,2012-04-17,2012-05-12,2012-05-18,75225,not suspected of fraud
575906,2013-10-14,2013-11-02,2013-11-06,185841,not suspected of fraud
573824,2011-07-14,2011-09-11,2011-09-18,173610,not suspected of fraud
396494,2012-08-02,2012-09-10,2012-09-22,302283,not suspected of fraud
562942,2015-05-28,2015-07-15,2015-07-25,70692,not suspected of fraud
413686,2020-12-16,2020-12-20,2020-12-28,47691,not suspected of fraud
628467,2018-12-14,2019-01-11,2019-01-19,308412,not suspected of fraud
371116,2013-03-12,2013-03-31,2013-04-07,369820,not suspected of fraud
836790,2017-05-06,2017-06-25,2017-07-01,36876,not suspected of fraud
772495,2020-09-27,2020-11-04,2020-11-14,432251,not suspected of fraud
173791,2020-06-22,2020-08-17,2020-08-27,175342,not suspected of fraud
115405,2012-03-19,2012-04-06,2012-04-12,48647,not suspected of fraud
438779,2013-01-28,2013-03-13,2013-03-22,262939,not suspected of fraud
207695,2018-09-14,2018-10-07,2018-10-19,247805,not suspected of fraud
393035,2011-10-13,2011-11-20,2011-11-30,104084,not suspected of fraud
505305,2020-11-27,2020-12-02,2020-12-11,134003,not suspected of fraud
523927,2015-12-19,2016-02-02,2016-02-14,149386,not suspected of fraud
255957,2014-06-06,2014-08-03,2014-08-05,146952,not suspected of fraud
665267,2019-09-25,2019-10-22,2019-11-02,138975,not suspected of fraud
351591,2012-11-28,2012-12-29,2013-01-09,229318,not suspected of fraud
423423,2019-12-14,2020-01-24,2020-01-27,132652,not suspected of fraud
815142,2016-12-02,2017-01-15,2017-01-20,96521,not suspected of fraud
688986,2017-05-28,2017-06-16,2017-06-23,55650,not suspected of fraud
661098,2012-08-23,2012-10-16,2012-10-23,154929,not suspected of fraud
765545,2013-01-26,2013-02-05,2013-02-16,91994,not suspected of fraud
657910,2016-12-15,2017-01-18,2017-01-26,417285,not suspected of fraud
704201,2013-02-10,2013-04-08,2013-04-10,172605,not suspected of fraud
989877,2020-10-30,2020-12-19,2020-12-29,236699,not suspected of fraud
492739,2012-06-16,2012-07-29,2012-08-11,246225,not suspected of fraud
863243,2018-07-14,2018-08-01,2018-08-08,210385,not suspected of fraud
292866,2021-08-07,2021-09-14,2021-09-21,48415,not suspected of fraud
172262,2012-10-14,2012-11-25,2012-11-29,123267,not suspected of fraud
446030,2017-06-06,2017-07-03,2017-07-09,234024,not suspected of fraud
934433,2014-08-24,2014-09-19,2014-09-23,98310,not suspected of fraud
169602,2014-03-05,2014-05-04,2014-05-15,33102,not suspected of fraud
380602,2017-05-13,2017-05-20,2017-05-23,226790,not suspected of fraud
973413,2012-10-31,2012-12-02,2012-12-08,193521,not suspected of fraud
876500,2013-09-16,2013-11-11,2013-11-12,244683,not suspected of fraud
409258,2019-02-12,2019-03-28,2019-04-03,378236,not suspected of fraud
709100,2011-02-11,2011-03-26,2011-03-28,166835,not suspected of fraud
147119,2014-08-05,2014-09-01,2014-09-06,257868,not suspected of fraud
768911,2013-12-25,2013-12-27,2013-12-28,22375,not suspected of fraud
738908,2019-09-10,2019-10-15,2019-10-27,21676,not suspected of fraud
410970,2015-06-30,2015-08-05,2015-08-08,196827,not suspected of fraud
415654,2011-03-19,2011-04-10,2011-04-17,180814,not suspected of fraud
274527,2011-04-01,2011-04-24,2011-05-02,46913,not suspected of fraud
228472,2013-11-28,2014-01-13,2014-01-23,268115,not suspected of fraud
435263,2020-06-09,2020-06-10,2020-06-13,94017,not suspected of fraud
505409,2018-10-05,2018-10-22,2018-11-05,229340,not suspected of fraud
797429,2019-09-29,2019-11-06,2019-11-16,324954,not suspected of fraud
804642,2013-11-07,2013-12-30,2014-01-01,275651,not suspected of fraud
575242,2016-08-01,2016-08-06,2016-08-07,311365,not suspected of fraud
964233,2015-09-10,2015-11-07,2015-11-11,351976,not suspected of fraud
976060,2014-05-23,2014-06-25,2014-07-07,94724,not suspected of fraud
694905,2015-06-27,2015-07-08,2015-07-17,147756,fraud suspected
336585,2011-01-15,2011-02-20,2011-02-21,141698,not suspected of fraud
921902,2012-12-30,2013-02-20,2013-02-23,252483,not suspected of fraud
304456,2019-07-26,2019-09-07,2019-09-16,298461,not suspected of fraud
141683,2019-04-13,2019-04-23,2019-04-30,277266,not suspected of fraud
101767,2019-03-17,2019-04-10,2019-04-14,161123,not suspected of fraud
308946,2021-03-26,2021-04-12,2021-04-14,118060,not suspected of fraud
738016,2011-07-03,2011-07-20,2011-07-26,25176,not suspected of fraud
943214,2015-09-01,2015-09-07,2015-09-14,206846,fraud suspected
849344,2021-05-28,2021-07-06,2021-07-10,290807,not suspected of fraud
641318,2020-08-25,2020-09-03,2020-09-07,121642,not suspected of fraud
967425,2019-05-17,2019-06-12,2019-06-18,437176,fraud suspected
992014,2017-04-21,2017-05-24,2017-06-05,196778,not suspected of fraud
933920,2013-01-31,2013-03-27,2013-04-02,215836,fraud suspected
189434,2019-06-03,2019-06-15,2019-06-29,126899,not suspected of fraud
533022,2017-09-19,2017-11-18,2017-11-29,142502,not suspected of fraud
370197,2016-10-20,2016-11-07,2016-11-13,132359,fraud suspected
339407,2018-06-05,2018-07-01,2018-07-07,195091,not suspected of fraud
694697,2015-12-11,2016-01-23,2016-01-31,75760,not suspected of fraud
434007,2016-09-09,2016-09-12,2016-09-22,111927,not suspected of fraud
669415,2010-08-30,2010-10-03,2010-10-05,25571,not suspected of fraud
974258,2020-09-20,2020-09-28,2020-10-03,214790,not suspected of fraud
558261,2010-11-22,2010-12-30,2011-01-08,89852,not suspected of fraud
582315,2014-05-22,2014-06-30,2014-07-02,175666,not suspected of fraud
444915,2012-11-04,2012-11-26,2012-12-07,333835,not suspected of fraud
742954,2016-08-04,2016-09-10,2016-09-15,63712,not suspected of fraud
875546,2014-09-05,2014-10-22,2014-10-24,352184,not suspected of fraud
149248,2017-09-24,2017-11-04,2017-11-12,68386,not suspected of fraud
298787,2016-09-07,2016-10-06,2016-10-18,203211,not suspected of fraud
189325,2018-08-20,2018-10-01,2018-10-02,290223,not suspected of fraud
673393,2020-09-24,2020-11-03,2020-11-09,195770,not suspected of fraud
593346,2014-11-10,2015-01-09,2015-01-15,365065,not suspected of fraud
342157,2016-09-08,2016-10-05,2016-10-19,66629,not suspected of fraud
563316,2015-01-20,2015-02-11,2015-02-13,165874,not suspected of fraud
603727,2010-11-19,2010-12-16,2010-12-17,49582,not suspected of fraud
162150,2017-09-09,2017-09-13,2017-09-20,59236,not suspected of fraud
392419,2010-08-20,2010-09-25,2010-09-28,142691,not suspected of fraud
666953,2015-03-20,2015-04-05,2015-04-09,46191,not suspected of fraud
114108,2010-07-09,2010-09-06,2010-09-12,159253,not suspected of fraud
426086,2017-09-17,2017-09-22,2017-10-06,128725,not suspected of fraud
522448,2016-09-02,2016-10-19,2016-10-30,185622,not suspected of fraud
550202,2019-03-02,2019-04-28,2019-05-09,149071,fraud suspected
635312,2011-07-12,2011-08-07,2011-08-16,62047,not suspected of fraud
187865,2019-08-28,2019-09-18,2019-09-24,158853,not suspected of fraud
747050,2017-10-31,2017-11-24,2017-11-26,118374,not suspected of fraud
804813,2016-09-17,2016-10-11,2016-10-16,323116,not suspected of fraud
367063,2015-11-02,2015-12-02,2015-12-14,74169,fraud suspected
770431,2015-07-12,2015-08-14,2015-08-22,272615,not suspected of fraud
905100,2013-02-21,2013-03-09,2013-03-11,295401,not suspected of fraud
963135,2020-09-27,2020-11-06,2020-11-09,146173,not suspected of fraud
964185,2012-11-30,2013-01-12,2013-01-25,281110,not suspected of fraud
347505,2019-06-26,2019-07-05,2019-07-11,345332,not suspected of fraud
112845,2020-02-05,2020-03-15,2020-03-22,111037,not suspected of fraud
429068,2020-09-08,2020-09-11,2020-09-24,368283,not suspected of fraud
598471,2018-10-20,2018-12-14,2018-12-21,115501,not suspected of fraud
928725,2018-11-25,2019-01-03,2019-01-16,240964,not suspected of fraud
538701,2019-08-16,2019-08-23,2019-09-03,225321,not suspected of fraud
125074,2012-09-22,2012-10-28,2012-11-08,149896,not suspected of fraud
231111,2017-06-12,2017-07-23,2017-08-06,107951,fraud suspected
380583,2019-05-31,2019-07-26,2019-07-28,238353,not suspected of fraud
619166,2019-03-14,2019-04-25,2019-05-09,254412,not suspected of fraud
160400,2018-04-12,2018-04-18,2018-04-24,259977,not suspected of fraud
199693,2019-04-14,2019-04-16,2019-04-22,384649,not suspected of fraud
387537,2010-12-29,2011-01-19,2011-01-22,121188,not suspected of fraud
469073,2016-10-24,2016-12-22,2016-12-31,135031,not suspected of fraud
316902,2012-10-25,2012-12-12,2012-12-16,53276,fraud suspected
304196,2017-09-28,2017-11-20,2017-11-24,47856,not suspected of fraud
751227,2019-03-19,2019-04-13,2019-04-17,34148,not suspected of fraud
902704,2019-05-08,2019-06-22,2019-07-04,270516,not suspected of fraud
891438,2019-09-01,2019-09-12,2019-09-24,260774,not suspected of fraud
405264,2014-04-07,2014-05-06,2014-05-11,173676,not suspected of fraud
978749,2020-11-06,2020-12-30,2021-01-11,228947,not suspected of fraud
576898,2013-12-22,2014-01-11,2014-01-18,322025,not suspected of fraud
239963,2013-06-05,2013-06-17,2013-06-22,77695,not suspected of fraud
947177,2013-10-21,2013-12-15,2013-12-18,271372,not suspected of fraud
273638,2019-08-20,2019-10-01,2019-10-12,26531,not suspected of fraud
800546,2015-04-19,2015-06-02,2015-06-10,56382,not suspected of fraud
914207,2011-08-30,2011-09-02,2011-09-13,250987,not suspected of fraud
988383,2016-01-17,2016-02-04,2016-02-06,58318,not suspected of fraud
957969,2011-01-24,2011-03-10,2011-03-16,197475,not suspected of fraud
479482,2010-04-22,2010-05-26,2010-06-07,38971,not suspected of fraud
727911,2019-10-24,2019-11-10,2019-11-15,21274,not suspected of fraud
455635,2019-09-09,2019-10-25,2019-11-04,12529,not suspected of fraud
189248,2013-04-04,2013-05-25,2013-06-05,192041,not suspected of fraud
219954,2016-05-29,2016-07-28,2016-07-29,114322,not suspected of fraud
269574,2020-08-21,2020-09-17,2020-10-01,328821,not suspected of fraud
681020,2016-09-26,2016-09-30,2016-10-01,41930,not suspected of fraud
561096,2010-07-13,2010-08-04,2010-08-15,207285,fraud suspected
742752,2019-09-29,2019-11-28,2019-12-01,239481,not suspected of fraud
400072,2021-04-19,2021-06-03,2021-06-14,77385,not suspected of fraud
766724,2011-10-11,2011-10-15,2011-10-21,308946,not suspected of fraud
662626,2014-08-21,2014-08-31,2014-09-01,230945,not suspected of fraud
472394,2020-01-07,2020-01-12,2020-01-21,180197,not suspected of fraud
796752,2019-01-22,2019-02-27,2019-03-07,147180,not suspected of fraud
357253,2018-08-11,2018-09-23,2018-10-06,187656,not suspected of fraud
513448,2014-10-11,2014-11-22,2014-11-28,389953,not suspected of fraud
524377,2021-03-07,2021-04-12,2021-04-23,137637,not suspected of fraud
127219,2019-08-08,2019-08-22,2019-09-01,279535,not suspected of fraud
946385,2011-11-27,2012-01-18,2012-01-24,91676,not suspected of fraud
125489,2015-06-04,2015-07-10,2015-07-17,47425,not suspected of fraud
845621,2013-01-26,2013-01-30,2013-02-09,161174,not suspected of fraud
163744,2017-05-24,2017-06-09,2017-06-21,114475,not suspected of fraud
107668,2011-01-01,2011-02-16,2011-02-20,289939,not suspected of fraud
486415,2019-06-18,2019-08-08,2019-08-17,102771,fraud suspected
253888,2017-04-25,2017-05-04,2017-05-09,212848,fraud suspected
626914,2015-09-12,2015-11-04,2015-11-16,119559,not suspected of fraud
411915,2020-09-30,2020-11-06,2020-11-19,56770,not suspected of fraud
340489,2016-10-31,2016-12-22,2016-12-31,266657,not suspected of fraud
183276,2017-12-24,2018-01-18,2018-01-26,144130,not suspected of fraud
839014,2021-01-13,2021-03-02,2021-03-10,103553,not suspected of fraud
603609,2018-07-21,2018-08-04,2018-08-07,83145,not suspected of fraud
791458,2015-01-02,2015-01-14,2015-01-27,66766,not suspected of fraud
321509,2018-10-30,2018-12-02,2018-12-14,57483,not suspected of fraud
816682,2015-03-20,2015-03-22,2015-03-24,381633,not suspected of fraud
961119,2013-05-21,2013-06-10,2013-06-24,319994,not suspected of fraud
467465,2013-05-08,2013-06-12,2013-06-17,197646,not suspected of fraud
913471,2014-05-18,2014-05-31,2014-06-02,83043,not suspected of fraud
216454,2017-04-13,2017-05-31,2017-06-14,262788,not suspected of fraud
478847,2018-03-29,2018-05-18,2018-05-21,94510,not suspected of fraud
205561,2019-07-11,2019-09-06,2019-09-14,219429,not suspected of fraud
667002,2015-04-27,2015-05-06,2015-05-12,107357,not suspected of fraud
403093,2016-07-31,2016-08-31,2016-09-01,89494,not suspected of fraud
267437,2011-01-07,2011-02-24,2011-03-03,218203,fraud suspected
943175,2017-09-28,2017-11-26,2017-11-27,116244,not suspected of fraud
886664,2015-04-26,2015-05-07,2015-05-11,152536,not suspected of fraud
561654,2014-11-13,2014-12-10,2014-12-19,121302,not suspected of fraud
583765,2017-01-05,2017-02-10,2017-02-20,18443,not suspected of fraud
589119,2019-08-29,2019-09-26,2019-09-28,165134,not suspected of fraud
941491,2018-07-05,2018-07-29,2018-08-05,341380,not suspected of fraud
449815,2016-01-12,2016-02-17,2016-02-28,134278,not suspected of fraud
212117,2010-04-30,2010-06-02,2010-06-11,151254,not suspected of fraud
539742,2014-11-26,2014-12-22,2015-01-04,255907,not suspected of fraud
827334,2013-07-04,2013-08-25,2013-08-30,71297,not suspected of fraud
707331,2020-06-28,2020-07-15,2020-07-26,32253,not suspected of fraud
938897,2017-09-22,2017-10-25,2017-10-30,239798,not suspected of fraud
470481,2013-04-22,2013-06-03,2013-06-16,60784,not suspected of fraud
982539,2012-08-01,2012-08-04,2012-08-12,142419,not suspected of fraud
787785,2020-05-01,2020-05-06,2020-05-15,256519,fraud suspected
272349,2015-01-11,2015-02-07,2015-02-21,36538,not suspected of fraud
665374,2012-07-06,2012-08-02,2012-08-15,378833,not suspected of fraud
827379,2011-03-04,2011-03-15,2011-03-16,97151,not suspected of fraud
551488,2016-08-11,2016-09-03,2016-09-14,162129,fraud suspected
845582,2015-03-19,2015-05-16,2015-05-22,312819,fraud suspected
191342,2012-01-31,2012-03-03,2012-03-10,242790,not suspected of fraud
625187,2010-05-25,2010-06-08,2010-06-19,156902,not suspected of fraud
956179,2012-10-15,2012-11-28,2012-11-30,250098,not suspected of fraud
877190,2020-01-04,2020-01-06,2020-01-10,187703,not suspected of fraud
644093,2017-04-09,2017-06-04,2017-06-12,104571,not suspected of fraud
833288,2015-04-19,2015-04-24,2015-05-05,134919,not suspected of fraud
439030,2020-05-01,2020-05-21,2020-05-30,29969,not suspected of fraud
579460,2015-04-08,2015-04-19,2015-04-26,70733,not suspected of fraud
826822,2012-05-23,2012-06-03,2012-06-11,212019,not suspected of fraud
654026,2017-05-04,2017-06-08,2017-06-09,186922,not suspected of fraud
639839,2014-06-10,2014-06-26,2014-06-29,92311,not suspected of fraud
367396,2015-06-15,2015-07-25,2015-08-06,103909,not suspected of fraud
901897,2010-10-31,2010-11-17,2010-11-27,253834,not suspected of fraud
429403,2018-09-11,2018-11-01,2018-11-02,14412,not suspected of fraud
833092,2013-03-30,2013-04-27,2013-04-29,262128,not suspected of fraud
536066,2013-11-16,2013-11-26,2013-11-29,345474,not suspected of fraud
934546,2011-10-01,2011-10-27,2011-11-08,199874,not suspected of fraud
494465,2017-12-01,2017-12-28,2018-01-01,258149,fraud suspected
795854,2017-05-11,2017-05-18,2017-05-27,260419,not suspected of fraud
124132,2012-06-19,2012-07-17,2012-07-25,66542,not suspected of fraud
999031,2020-07-19,2020-08-29,2020-08-30,159732,not suspected of fraud
918398,2015-09-24,2015-10-31,2015-11-10,107663,not suspected of fraud
564191,2018-06-05,2018-06-09,2018-06-12,73352,not suspected of fraud
606139,2012-08-14,2012-09-15,2012-09-27,248221,not suspected of fraud
998980,2015-03-10,2015-05-07,2015-05-10,92636,not suspected of fraud
726550,2018-12-28,2019-01-25,2019-01-30,175733,not suspected of fraud
858606,2021-06-14,2021-07-21,2021-08-02,64766,not suspected of fraud
316216,2016-09-22,2016-11-03,2016-11-10,197840,not suspected of fraud
874972,2016-12-15,2016-12-18,2017-01-01,20093,not suspected of fraud
622179,2020-05-02,2020-05-13,2020-05-19,121159,not suspected of fraud
785541,2018-10-08,2018-11-19,2018-11-30,144601,not suspected of fraud
709266,2015-08-11,2015-09-04,2015-09-09,138509,not suspected of fraud
682124,2016-12-04,2016-12-26,2017-01-01,317160,not suspected of fraud
137947,2020-07-02,2020-07-12,2020-07-26,81209,fraud suspected
720792,2021-01-24,2021-02-08,2021-02-10,158085,not suspected of fraud
729230,2015-10-27,2015-11-13,2015-11-25,179147,not suspected of fraud
825545,2019-12-31,2020-01-26,2020-01-30,6370,not suspected of fraud
821741,2021-04-10,2021-05-09,2021-05-12,80806,not suspected of fraud
564366,2018-11-28,2018-12-29,2018-12-30,81623,not suspected of fraud
806005,2020-08-06,2020-08-12,2020-08-22,36637,not suspected of fraud
167304,2017-05-23,2017-07-12,2017-07-23,458357,not suspected of fraud
957857,2019-01-28,2019-02-06,2019-02-08,269023,not suspected of fraud
231762,2020-05-22,2020-06-22,2020-07-04,63588,not suspected of fraud
234506,2015-02-14,2015-02-27,2015-03-12,478813,not suspected of fraud
287767,2019-01-30,2019-02-24,2019-03-02,274056,not suspected of fraud
870331,2017-10-12,2017-12-02,2017-12-11,125948,not suspected of fraud
613041,2018-11-17,2018-12-14,2018-12-25,153878,fraud suspected
947682,2016-12-26,2017-02-24,2017-03-04,53456,not suspected of fraud
556176,2016-11-02,2016-11-18,2016-11-30,226014,not suspected of fraud
241873,2016-06-18,2016-08-11,2016-08-21,26407,not suspected of fraud
865061,2013-10-08,2013-10-09,2013-10-16,65347,not suspected of fraud
623076,2017-10-04,2017-11-06,2017-11-12,344826,not suspected of fraud
945180,2020-04-29,2020-05-10,2020-05-20,192583,not suspected of fraud
358217,2015-02-13,2015-04-02,2015-04-08,59497,fraud suspected
146405,2016-05-16,2016-06-18,2016-07-02,230623,not suspected of fraud
723460,2011-11-09,2011-12-06,2011-12-10,175142,not suspected of fraud
445099,2014-05-03,2014-07-01,2014-07-10,231900,not suspected of fraud
939196,2014-04-09,2014-05-01,2014-05-11,343200,not suspected of fraud
262581,2014-05-29,2014-07-14,2014-07-21,294310,fraud suspected
927490,2014-09-26,2014-10-26,2014-11-05,289705,not suspected of fraud
705804,2014-06-24,2014-07-17,2014-07-30,74927,not suspected of fraud
227806,2015-10-15,2015-11-05,2015-11-12,10760,not suspected of fraud
523647,2014-06-10,2014-06-13,2014-06-27,89182,not suspected of fraud
653739,2014-03-04,2014-03-13,2014-03-19,280884,fraud suspected
213466,2014-03-13,2014-03-18,2014-04-01,174991,fraud suspected
553813,2018-01-25,2018-03-22,2018-03-24,293113,not suspected of fraud
422407,2017-12-27,2018-01-31,2018-02-04,151361,fraud suspected
593496,2018-04-17,2018-05-07,2018-05-19,72951,not suspected of fraud
109946,2018-09-06,2018-09-29,2018-10-12,254590,not suspected of fraud
678647,2014-08-15,2014-08-22,2014-08-30,132705,not suspected of fraud
554388,2015-09-11,2015-10-11,2015-10-16,42329,not suspected of fraud
287877,2016-02-04,2016-03-29,2016-04-09,30834,not suspected of fraud
467134,2012-12-01,2013-01-23,2013-02-03,32414,not suspected of fraud
887131,2017-07-23,2017-09-06,2017-09-13,157553,not suspected of fraud
313662,2015-06-10,2015-08-09,2015-08-22,245599,not suspected of fraud
499496,2016-07-05,2016-08-18,2016-08-23,63472,not suspected of fraud
730077,2018-05-14,2018-07-08,2018-07-09,62324,not suspected of fraud
399902,2018-08-10,2018-08-29,2018-09-04,23776,not suspected of fraud
477408,2015-08-29,2015-10-15,2015-10-17,429879,not suspected of fraud
494967,2016-03-08,2016-03-29,2016-04-07,141054,not suspected of fraud
473073,2014-07-19,2014-07-26,2014-07-30,169196,not suspected of fraud
255644,2013-07-21,2013-08-03,2013-08-10,59487,not suspected of fraud
591193,2019-07-25,2019-08-13,2019-08-25,102452,not suspected of fraud
987736,2011-12-28,2012-01-21,2012-01-23,21558,not suspected of fraud
989304,2014-07-09,2014-07-29,2014-08-09,236301,not suspected of fraud
896065,2013-11-05,2013-12-10,2013-12-19,269288,not suspected of fraud
445930,2014-06-10,2014-07-26,2014-08-08,64959,not suspected of fraud
291227,2018-08-01,2018-09-02,2018-09-11,357878,not suspected of fraud
699403,2014-07-21,2014-07-30,2014-08-02,414099,not suspected of fraud
413080,2017-10-14,2017-11-20,2017-11-23,474158,not suspected of fraud
715423,2021-03-15,2021-04-07,2021-04-12,80859,not suspected of fraud
247789,2014-08-11,2014-09-03,2014-09-16,397906,not suspected of fraud
485403,2015-04-25,2015-05-17,2015-05-21,21310,not suspected of fraud
378468,2015-03-28,2015-05-05,2015-05-06,65658,not suspected of fraud
269967,2014-03-18,2014-05-12,2014-05-17,305178,not suspected of fraud
818288,2013-10-13,2013-11-15,2013-11-25,243769,not suspected of fraud
862850,2012-12-08,2013-01-14,2013-01-28,261740,not suspected of fraud
176704,2011-11-11,2011-11-28,2011-11-30,124345,not suspected of fraud
504480,2018-01-30,2018-03-24,2018-03-31,53900,fraud suspected
500373,2010-12-10,2010-12-15,2010-12-29,54683,not suspected of fraud
417694,2013-07-17,2013-08-10,2013-08-13,150807,not suspected of fraud
502504,2013-12-06,2013-12-22,2013-12-27,67588,not suspected of fraud
351628,2017-11-22,2017-12-31,2018-01-09,153019,not suspected of fraud
527173,2017-10-17,2017-11-13,2017-11-24,353963,not suspected of fraud
375807,2019-10-25,2019-12-12,2019-12-18,29480,not suspected of fraud
223050,2014-12-16,2014-12-23,2014-12-29,240807,not suspected of fraud
446170,2014-10-16,2014-11-17,2014-11-21,127655,not suspected of fraud
587078,2013-03-15,2013-05-08,2013-05-20,53234,not suspected of fraud
262761,2010-06-24,2010-08-13,2010-08-15,128188,fraud suspected
784288,2021-07-01,2021-07-31,2021-08-01,73792,not suspected of fraud
883642,2012-02-04,2012-02-07,2012-02-09,144396,not suspected of fraud
836783,2011-09-17,2011-09-30,2011-10-12,148006,not suspected of fraud
382446,2018-02-04,2018-03-30,2018-04-08,87884,not suspected of fraud
572787,2014-10-10,2014-11-27,2014-12-06,93472,not suspected of fraud
214661,2016-03-31,2016-05-27,2016-06-07,294929,not suspected of fraud
614494,2015-09-19,2015-09-21,2015-09-29,219385,not suspected of fraud
696343,2013-02-21,2013-03-22,2013-03-29,156322,not suspected of fraud
765494,2018-09-10,2018-10-22,2018-10-25,41729,not suspected of fraud
583648,2020-07-03,2020-07-05,2020-07-13,70754,not suspected of fraud
327552,2017-06-01,2017-06-26,2017-07-10,69539,not suspected of fraud
635441,2019-04-08,2019-04-25,2019-05-03,53478,not suspected of fraud
658681,2018-03-05,2018-04-13,2018-04-20,423563,not suspected of fraud
658865,2016-10-15,2016-10-23,2016-10-29,117404,not suspected of fraud
569012,2010-09-20,2010-10-01,2010-10-03,189487,not suspected of fraud
371286,2019-07-12,2019-07-22,2019-08-03,186773,not suspected of fraud
125623,2017-02-10,2017-03-28,2017-03-30,164809,not suspected of fraud
877094,2021-02-11,2021-03-13,2021-03-20,262150,not suspected of fraud
512189,2014-01-09,2014-01-29,2014-02-10,98947,not suspected of fraud
454183,2011-05-02,2011-05-10,2011-05-17,192312,not suspected of fraud
724740,2010-11-01,2010-11-17,2010-11-20,193805,not suspected of fraud
844895,2014-09-16,2014-10-21,2014-10-30,119178,not suspected of fraud
307351,2018-03-26,2018-04-25,2018-04-30,141729,not suspected of fraud
375811,2020-08-30,2020-10-07,2020-10-08,90386,not suspected of fraud
386701,2014-11-24,2014-12-24,2015-01-06,53648,not suspected of fraud
388642,2017-01-19,2017-02-02,2017-02-13,37736,not suspected of fraud
580723,2010-12-02,2011-01-01,2011-01-12,26572,not suspected of fraud
696919,2013-09-21,2013-10-11,2013-10-22,208767,fraud suspected
952221,2016-06-19,2016-08-07,2016-08-15,334668,not suspected of fraud
556354,2011-09-27,2011-11-08,2011-11-22,118534,fraud suspected
715437,2011-10-03,2011-11-12,2011-11-21,392820,not suspected of fraud
919339,2016-05-09,2016-05-20,2016-06-03,40153,not suspected of fraud
419258,2011-02-03,2011-02-25,2011-03-08,322611,not suspected of fraud
737374,2014-04-15,2014-06-09,2014-06-15,118083,not suspected of fraud
247940,2015-11-15,2015-12-24,2015-12-26,293005,not suspected of fraud
483640,2018-10-13,2018-12-09,2018-12-14,136992,not suspected of fraud
504567,2015-07-01,2015-07-25,2015-08-05,221083,not suspected of fraud
426436,2014-01-27,2014-03-04,2014-03-07,75442,fraud suspected
397542,2017-09-16,2017-10-27,2017-11-10,381107,not suspected of fraud
623079,2014-10-16,2014-12-14,2014-12-19,96727,fraud suspected
887958,2019-06-04,2019-06-20,2019-07-04,81499,not suspected of fraud
665330,2016-01-23,2016-02-23,2016-03-03,51449,not suspected of fraud
644560,2013-06-10,2013-07-11,2013-07-20,206439,not suspected of fraud
988483,2010-08-26,2010-08-30,2010-09-01,99352,not suspected of fraud
992090,2011-07-31,2011-09-07,2011-09-19,63897,not suspected of fraud
585020,2021-01-13,2021-02-11,2021-02-24,154891,not suspected of fraud
792819,2015-07-12,2015-09-09,2015-09-19,200592,not suspected of fraud
982587,2018-10-12,2018-12-06,2018-12-11,156686,not suspected of fraud
283941,2021-04-02,2021-05-15,2021-05-17,216596,not suspected of fraud
521089,2010-06-10,2010-07-08,2010-07-15,74243,not suspected of fraud
186330,2012-03-13,2012-04-29,2012-05-07,41181,not suspected of fraud
987949,2021-07-12,2021-08-12,2021-08-13,170507,not suspected of fraud
318072,2011-09-06,2011-11-01,2011-11-03,326957,not suspected of fraud
553057,2018-10-05,2018-11-09,2018-11-17,99707,not suspected of fraud
691442,2019-05-19,2019-06-04,2019-06-13,395623,not suspected of fraud
810119,2017-11-15,2017-12-31,2018-01-11,224272,fraud suspected
374620,2018-03-29,2018-03-30,2018-04-09,49517,not suspected of fraud
351630,2016-09-26,2016-11-05,2016-11-13,199236,not suspected of fraud
838750,2012-07-20,2012-08-27,2012-09-03,116138,not suspected of fraud
436694,2020-01-30,2020-02-14,2020-02-28,90488,fraud suspected
464568,2016-09-22,2016-11-14,2016-11-26,49974,not suspected of fraud
556367,2011-05-26,2011-05-29,2011-05-30,95370,not suspected of fraud
595687,2016-05-25,2016-06-18,2016-06-24,46377,not suspected of fraud
421568,2013-11-15,2014-01-02,2014-01-09,246545,not suspected of fraud
398141,2015-08-01,2015-09-11,2015-09-18,178115,not suspected of fraud
953121,2017-05-25,2017-06-04,2017-06-05,235343,fraud suspected
189249,2019-10-26,2019-12-21,2019-12-30,38017,not suspected of fraud
164794,2014-06-23,2014-07-13,2014-07-16,51317,not suspected of fraud
338225,2013-12-21,2014-02-04,2014-02-10,70588,not suspected of fraud
590583,2021-09-27,2021-11-22,2021-11-24,61116,not suspected of fraud
247750,2016-12-20,2017-01-16,2017-01-23,123784,not suspected of fraud
115132,2019-05-13,2019-05-30,2019-06-13,48994,not suspected of fraud
366293,2018-01-30,2018-02-05,2018-02-13,264689,fraud suspected
722367,2019-09-24,2019-10-05,2019-10-17,74238,not suspected of fraud
615070,2018-05-11,2018-06-27,2018-07-04,48223,fraud suspected
494310,2020-07-25,2020-07-30,2020-08-03,73267,not suspected of fraud
